Code,Name,Category,Price,Stock,Unit,Description
P0246,Jugo de piña 19g,Bebidas,8397.27,145,kg,"Jugo de piña 19g de alta calidad, categoría bebidas."
P0247,Yogur natural 280g,Lácteos,4582.37,280,unidad,"Yogur natural 280g de alta calidad, categoría lácteos."
P0248,Crema corporal 371g,Cuidado personal,8764.97,217,litro,"Crema corporal 371g de alta calidad, categoría cuidado personal."
P0249,Lomo de res 431g,Carnes,16603.53,155,kg,"Lomo de res 431g de alta calidad, categoría carnes."
P0250,Pasta dental 170g,Cuidado personal,4534.52,34,unidad,"Pasta dental 170g de alta calidad, categoría cuidado personal."
P0251,Banano 344g,Frutas,18771.06,127,kg,"Banano 344g de alta calidad, categoría frutas."
P0252,Salsa de tomate 289g,Abarrotes,9217.07,280,kg,"Salsa de tomate 289g de alta calidad, categoría abarrotes."
P0253,Limpiador multiusos 260g,Limpieza,17336.79,155,litro,"Limpiador multiusos 260g de alta calidad, categoría limpieza."
P0254,Cloro 285g,Limpieza,13639.17,156,unidad,"Cloro 285g de alta calidad, categoría limpieza."
P0255,Limpiador multiusos 295g,Limpieza,10453.63,41,unidad,"Limpiador multiusos 295g de alta calidad, categoría limpieza."
P0256,Pimiento 181g,Verduras,17031.87,90,kg,"Pimiento 181g de alta calidad, categoría verduras."
P0257,Papas fritas congeladas 447g,Congelado,7073.39,55,paquete,"Papas fritas congeladas 447g de alta calidad, categoría congelado."
P0258,Costilla de cerdo 330g,Carnes,12863.43,109,unidad,"Costilla de cerdo 330g de alta calidad, categoría carnes."
P0259,Mango 92g,Frutas,17810.37,128,paquete,"Mango 92g de alta calidad, categoría frutas."
P0260,Salchichas 123g,Carnes,11802.8,48,unidad,"Salchichas 123g de alta calidad, categoría carnes."
P0261,Toallas desinfectantes 222g,Limpieza,6103.32,185,paquete,"Toallas desinfectantes 222g de alta calidad, categoría limpieza."
P0262,Shampoo 138g,Cuidado personal,2088.95,55,kg,"Shampoo 138g de alta calidad, categoría cuidado personal."
P0263,Pizza congelada 339g,Congelado,8778.07,262,kg,"Pizza congelada 339g de alta calidad, categoría congelado."
P0264,Frijoles negros 67g,Abarrotes,3744.65,270,kg,"Frijoles negros 67g de alta calidad, categoría abarrotes."
P0265,Agua embotellada 424g,Bebidas,19471.38,158,litro,"Agua embotellada 424g de alta calidad, categoría bebidas."
P0266,Bollos dulces 491g,Panadería,9593.6,205,paquete,"Bollos dulces 491g de alta calidad, categoría panadería."
P0267,Leche entera 108g,Lácteos,17640.61,153,kg,"Leche entera 108g de alta calidad, categoría lácteos."
P0268,Chuleta de cerdo 488g,Carnes,13081.63,276,unidad,"Chuleta de cerdo 488g de alta calidad, categoría carnes."
P0269,Pechuga de pollo 173g,Carnes,5807.28,277,kg,"Pechuga de pollo 173g de alta calidad, categoría carnes."
P0270,Limpiavidrios 110g,Limpieza,8556.22,180,kg,"Limpiavidrios 110g de alta calidad, categoría limpieza."
P0271,Mango 182g,Frutas,15720.36,292,paquete,"Mango 182g de alta calidad, categoría frutas."
P0272,Pasta corta 151g,Abarrotes,5485.26,42,kg,"Pasta corta 151g de alta calidad, categoría abarrotes."
P0273,Chuleta de cerdo 232g,Carnes,5105.48,72,paquete,"Chuleta de cerdo 232g de alta calidad, categoría carnes."
P0274,Chorizo 85g,Carnes,13294.23,283,litro,"Chorizo 85g de alta calidad, categoría carnes."
P0275,Yogur natural 233g,Lácteos,10171.35,262,litro,"Yogur natural 233g de alta calidad, categoría lácteos."
P0276,Vinagre blanco 315g,Abarrotes,16555.01,240,unidad,"Vinagre blanco 315g de alta calidad, categoría abarrotes."
P0277,Piña 343g,Frutas,17305.89,214,paquete,"Piña 343g de alta calidad, categoría frutas."
P0278,Tocino ahumado 211g,Carnes,15035.0,78,kg,"Tocino ahumado 211g de alta calidad, categoría carnes."
P0279,Costilla de cerdo 383g,Carnes,1419.1,215,kg,"Costilla de cerdo 383g de alta calidad, categoría carnes."
P0280,Queque de chocolate 424g,Panadería,1282.32,190,kg,"Queque de chocolate 424g de alta calidad, categoría panadería."
P0281,Donas glaseadas 113g,Panadería,1478.81,54,paquete,"Donas glaseadas 113g de alta calidad, categoría panadería."
P0282,Detergente líquido 455g,Limpieza,8076.21,279,unidad,"Detergente líquido 455g de alta calidad, categoría limpieza."
P0283,Desodorante 374g,Cuidado personal,14002.51,167,paquete,"Desodorante 374g de alta calidad, categoría cuidado personal."
P0284,Sal yodada 460g,Abarrotes,18074.78,47,unidad,"Sal yodada 460g de alta calidad, categoría abarrotes."
P0285,Aceite vegetal 458g,Abarrotes,9092.69,146,litro,"Aceite vegetal 458g de alta calidad, categoría abarrotes."
P0286,Limpiavidrios 192g,Limpieza,1810.6,234,litro,"Limpiavidrios 192g de alta calidad, categoría limpieza."
P0287,Pan integral 25g,Panadería,13925.71,231,unidad,"Pan integral 25g de alta calidad, categoría panadería."
P0288,Papas fritas congeladas 4g,Congelado,15203.4,165,kg,"Papas fritas congeladas 4g de alta calidad, categoría congelado."
P0289,Papas fritas congeladas 97g,Congelado,11753.46,154,paquete,"Papas fritas congeladas 97g de alta calidad, categoría congelado."
P0290,Toallas húmedas 105g,Cuidado personal,9187.47,82,paquete,"Toallas húmedas 105g de alta calidad, categoría cuidado personal."
P0291,Jabón en barra 178g,Limpieza,14210.63,231,kg,"Jabón en barra 178g de alta calidad, categoría limpieza."
P0292,Cerveza artesanal 346g,Bebidas,14323.04,207,litro,"Cerveza artesanal 346g de alta calidad, categoría bebidas."
P0293,Cerveza artesanal 316g,Bebidas,3219.84,300,unidad,"Cerveza artesanal 316g de alta calidad, categoría bebidas."
P0294,Sal yodada 336g,Abarrotes,11699.66,206,litro,"Sal yodada 336g de alta calidad, categoría abarrotes."
P0295,Pasta dental 326g,Cuidado personal,2867.94,39,litro,"Pasta dental 326g de alta calidad, categoría cuidado personal."
P0296,Carne molida 336g,Carnes,5939.09,128,litro,"Carne molida 336g de alta calidad, categoría carnes."
P0297,Helado de chocolate 368g,Congelado,11282.12,27,unidad,"Helado de chocolate 368g de alta calidad, categoría congelado."
P0298,Crema facial 350g,Cuidado personal,17422.23,290,unidad,"Crema facial 350g de alta calidad, categoría cuidado personal."
P0299,Agua embotellada 148g,Bebidas,15341.75,68,paquete,"Agua embotellada 148g de alta calidad, categoría bebidas."
P0300,Mantequilla 127g,Lácteos,1987.65,272,litro,"Mantequilla 127g de alta calidad, categoría lácteos."
P0301,Carne molida 356g,Carnes,9384.34,224,paquete,"Carne molida 356g de alta calidad, categoría carnes."
P0302,Limpiapisos 18g,Limpieza,12204.68,39,litro,"Limpiapisos 18g de alta calidad, categoría limpieza."
P0303,Lechuga 293g,Verduras,9054.16,143,kg,"Lechuga 293g de alta calidad, categoría verduras."
P0304,Jabón en barra 312g,Limpieza,6532.2,69,paquete,"Jabón en barra 312g de alta calidad, categoría limpieza."
P0305,Café frío 44g,Bebidas,4681.97,284,paquete,"Café frío 44g de alta calidad, categoría bebidas."
P0306,Uva 130g,Frutas,3059.81,298,litro,"Uva 130g de alta calidad, categoría frutas."
P0307,Detergente líquido 231g,Limpieza,18644.71,82,kg,"Detergente líquido 231g de alta calidad, categoría limpieza."
P0308,Melón 224g,Frutas,10019.75,202,unidad,"Melón 224g de alta calidad, categoría frutas."
P0309,Pizza congelada 276g,Congelado,12591.23,231,litro,"Pizza congelada 276g de alta calidad, categoría congelado."
P0310,Coliflor 291g,Verduras,8730.79,166,paquete,"Coliflor 291g de alta calidad, categoría verduras."
P0311,Naranja 489g,Frutas,13331.71,78,litro,"Naranja 489g de alta calidad, categoría frutas."
P0312,Leche deslactosada 140g,Lácteos,18675.87,147,litro,"Leche deslactosada 140g de alta calidad, categoría lácteos."
P0313,Desodorante 49g,Cuidado personal,7185.3,48,litro,"Desodorante 49g de alta calidad, categoría cuidado personal."
P0314,Jugo de piña 149g,Bebidas,16228.37,57,paquete,"Jugo de piña 149g de alta calidad, categoría bebidas."
P0315,Pan de hamburguesa 303g,Panadería,17890.51,293,litro,"Pan de hamburguesa 303g de alta calidad, categoría panadería."
P0316,Pimiento 362g,Verduras,19553.28,188,paquete,"Pimiento 362g de alta calidad, categoría verduras."
P0317,Yogur natural 363g,Lácteos,9541.31,103,kg,"Yogur natural 363g de alta calidad, categoría lácteos."
P0318,Jugo de piña 136g,Bebidas,13473.16,273,paquete,"Jugo de piña 136g de alta calidad, categoría bebidas."
P0319,Fresa 366g,Frutas,5666.98,119,kg,"Fresa 366g de alta calidad, categoría frutas."
P0320,Vinagre blanco 122g,Abarrotes,4536.05,214,litro,"Vinagre blanco 122g de alta calidad, categoría abarrotes."
P0321,Nuggets de pollo 261g,Congelado,1159.37,188,litro,"Nuggets de pollo 261g de alta calidad, categoría congelado."
P0322,Chuleta de cerdo 265g,Carnes,8107.95,118,unidad,"Chuleta de cerdo 265g de alta calidad, categoría carnes."
P0323,Naranja 112g,Frutas,4161.94,185,kg,"Naranja 112g de alta calidad, categoría frutas."
P0324,Café frío 277g,Bebidas,6334.45,68,paquete,"Café frío 277g de alta calidad, categoría bebidas."
P0325,Agua con gas 414g,Bebidas,19319.08,210,paquete,"Agua con gas 414g de alta calidad, categoría bebidas."
P0326,Donas glaseadas 425g,Panadería,2709.24,93,kg,"Donas glaseadas 425g de alta calidad, categoría panadería."
P0327,Queso fresco 317g,Lácteos,10906.88,30,unidad,"Queso fresco 317g de alta calidad, categoría lácteos."
P0328,Pasta dental 137g,Cuidado personal,13083.65,144,unidad,"Pasta dental 137g de alta calidad, categoría cuidado personal."
P0329,Jugo de naranja 244g,Bebidas,10361.66,291,litro,"Jugo de naranja 244g de alta calidad, categoría bebidas."
P0330,Pan integral 383g,Panadería,1450.33,230,unidad,"Pan integral 383g de alta calidad, categoría panadería."
P0331,Espinaca 455g,Verduras,5676.2,75,litro,"Espinaca 455g de alta calidad, categoría verduras."
P0332,Lechuga 417g,Verduras,3201.88,195,paquete,"Lechuga 417g de alta calidad, categoría verduras."
P0333,Leche deslactosada 168g,Lácteos,16898.2,173,unidad,"Leche deslactosada 168g de alta calidad, categoría lácteos."
P0334,Chuleta de cerdo 43g,Carnes,8032.83,240,litro,"Chuleta de cerdo 43g de alta calidad, categoría carnes."
P0335,Uva 443g,Frutas,16773.63,277,kg,"Uva 443g de alta calidad, categoría frutas."
P0336,Queque de chocolate 483g,Panadería,8960.4,89,paquete,"Queque de chocolate 483g de alta calidad, categoría panadería."
P0337,Pan baguette 350g,Panadería,19999.03,290,unidad,"Pan baguette 350g de alta calidad, categoría panadería."
P0338,Lasaña congelada 364g,Congelado,13488.81,195,unidad,"Lasaña congelada 364g de alta calidad, categoría congelado."
P0339,Acondicionador 94g,Cuidado personal,3195.0,187,kg,"Acondicionador 94g de alta calidad, categoría cuidado personal."
P0340,Bollos dulces 42g,Panadería,18727.46,269,unidad,"Bollos dulces 42g de alta calidad, categoría panadería."
P0341,Limpiavidrios 56g,Limpieza,2972.31,34,litro,"Limpiavidrios 56g de alta calidad, categoría limpieza."
P0342,Brócoli 218g,Verduras,6210.74,147,paquete,"Brócoli 218g de alta calidad, categoría verduras."
P0343,Toallas húmedas 248g,Cuidado personal,3800.31,296,litro,"Toallas húmedas 248g de alta calidad, categoría cuidado personal."
P0344,Crema facial 377g,Cuidado personal,5756.27,168,paquete,"Crema facial 377g de alta calidad, categoría cuidado personal."
P0345,Zanahoria 91g,Verduras,11979.5,237,litro,"Zanahoria 91g de alta calidad, categoría verduras."
P0346,Agua con gas 132g,Bebidas,4166.26,16,kg,"Agua con gas 132g de alta calidad, categoría bebidas."
P0347,Cebolla 255g,Verduras,1982.11,237,paquete,"Cebolla 255g de alta calidad, categoría verduras."
P0348,Refresco de limón 127g,Bebidas,13058.47,273,unidad,"Refresco de limón 127g de alta calidad, categoría bebidas."
P0349,Pan baguette 377g,Panadería,14952.2,186,kg,"Pan baguette 377g de alta calidad, categoría panadería."
P0350,Tomate 303g,Verduras,8137.98,114,unidad,"Tomate 303g de alta calidad, categoría verduras."
P0351,Queso fresco 15g,Lácteos,10567.21,168,paquete,"Queso fresco 15g de alta calidad, categoría lácteos."
P0352,Bebida energética 325g,Bebidas,17843.68,232,unidad,"Bebida energética 325g de alta calidad, categoría bebidas."
P0353,Melón 345g,Frutas,7316.01,101,kg,"Melón 345g de alta calidad, categoría frutas."
P0354,Helado de chocolate 303g,Congelado,14495.48,237,litro,"Helado de chocolate 303g de alta calidad, categoría congelado."
P0355,Papaya 490g,Frutas,1076.73,237,litro,"Papaya 490g de alta calidad, categoría frutas."
P0356,Filete de pescado 350g,Carnes,12658.96,119,unidad,"Filete de pescado 350g de alta calidad, categoría carnes."
P0357,Pizza congelada 155g,Congelado,12746.54,226,unidad,"Pizza congelada 155g de alta calidad, categoría congelado."
P0358,Shampoo 179g,Cuidado personal,12766.91,283,unidad,"Shampoo 179g de alta calidad, categoría cuidado personal."
P0359,Pimiento 404g,Verduras,3712.5,189,kg,"Pimiento 404g de alta calidad, categoría verduras."
P0360,Bollos dulces 68g,Panadería,12062.87,184,litro,"Bollos dulces 68g de alta calidad, categoría panadería."
P0361,Café frío 415g,Bebidas,18183.66,57,litro,"Café frío 415g de alta calidad, categoría bebidas."
P0362,Frijoles negros 86g,Abarrotes,4239.06,88,paquete,"Frijoles negros 86g de alta calidad, categoría abarrotes."
P0363,Piña 45g,Frutas,18055.53,155,paquete,"Piña 45g de alta calidad, categoría frutas."
P0364,Pan de hamburguesa 479g,Panadería,14571.95,30,kg,"Pan de hamburguesa 479g de alta calidad, categoría panadería."
P0365,Desinfectante 156g,Limpieza,7841.78,284,kg,"Desinfectante 156g de alta calidad, categoría limpieza."
P0366,Helado de chocolate 433g,Congelado,17832.63,237,litro,"Helado de chocolate 433g de alta calidad, categoría congelado."
P0367,Papaya 476g,Frutas,15702.58,243,paquete,"Papaya 476g de alta calidad, categoría frutas."
P0368,Salchichas 208g,Carnes,8821.49,55,paquete,"Salchichas 208g de alta calidad, categoría carnes."
P0369,Leche deslactosada 296g,Lácteos,3265.54,61,kg,"Leche deslactosada 296g de alta calidad, categoría lácteos."
P0370,Filete de pescado 167g,Congelado,6574.13,154,litro,"Filete de pescado 167g de alta calidad, categoría congelado."
P0371,Café frío 138g,Bebidas,19142.98,175,unidad,"Café frío 138g de alta calidad, categoría bebidas."
P0372,Chorizo 110g,Carnes,8854.42,72,unidad,"Chorizo 110g de alta calidad, categoría carnes."
P0373,Refresco de cola 400g,Bebidas,6468.38,296,kg,"Refresco de cola 400g de alta calidad, categoría bebidas."
P0374,Melón 411g,Frutas,19180.76,201,litro,"Melón 411g de alta calidad, categoría frutas."
P0375,Yogur natural 275g,Lácteos,16849.63,231,paquete,"Yogur natural 275g de alta calidad, categoría lácteos."
P0376,Queso cheddar 190g,Lácteos,10323.3,249,paquete,"Queso cheddar 190g de alta calidad, categoría lácteos."
P0377,Leche deslactosada 64g,Lácteos,7562.85,206,paquete,"Leche deslactosada 64g de alta calidad, categoría lácteos."
P0378,Harina de trigo 276g,Abarrotes,5151.5,126,paquete,"Harina de trigo 276g de alta calidad, categoría abarrotes."
P0379,Limpiapisos 330g,Limpieza,8691.51,256,unidad,"Limpiapisos 330g de alta calidad, categoría limpieza."
P0380,Queso mozzarella 212g,Lácteos,11951.07,199,unidad,"Queso mozzarella 212g de alta calidad, categoría lácteos."
P0381,Lomo de res 322g,Carnes,3934.21,157,unidad,"Lomo de res 322g de alta calidad, categoría carnes."
P0382,Azúcar blanca 268g,Abarrotes,13095.19,264,paquete,"Azúcar blanca 268g de alta calidad, categoría abarrotes."
P0383,Papaya 494g,Frutas,7244.98,299,litro,"Papaya 494g de alta calidad, categoría frutas."
P0384,Té verde 403g,Bebidas,16680.5,129,unidad,"Té verde 403g de alta calidad, categoría bebidas."
P0385,Crema agria 291g,Lácteos,9833.16,69,litro,"Crema agria 291g de alta calidad, categoría lácteos."
P0386,Carne molida 220g,Carnes,14734.91,182,unidad,"Carne molida 220g de alta calidad, categoría carnes."
P0387,Empanadas congeladas 110g,Congelado,2603.5,289,paquete,"Empanadas congeladas 110g de alta calidad, categoría congelado."
P0388,Galletas de avena 393g,Panadería,8878.21,45,unidad,"Galletas de avena 393g de alta calidad, categoría panadería."
P0389,Donas glaseadas 64g,Panadería,4739.5,243,paquete,"Donas glaseadas 64g de alta calidad, categoría panadería."
P0390,Pan blanco 371g,Panadería,7313.04,158,litro,"Pan blanco 371g de alta calidad, categoría panadería."
P0391,Galletas de avena 225g,Panadería,9909.28,200,unidad,"Galletas de avena 225g de alta calidad, categoría panadería."
P0392,Desodorante 163g,Cuidado personal,10177.68,271,kg,"Desodorante 163g de alta calidad, categoría cuidado personal."
P0393,Pizza congelada 198g,Congelado,16577.07,50,kg,"Pizza congelada 198g de alta calidad, categoría congelado."
P0394,Mantequilla 22g,Lácteos,1764.42,97,kg,"Mantequilla 22g de alta calidad, categoría lácteos."
P0395,Chorizo 29g,Carnes,7083.83,126,unidad,"Chorizo 29g de alta calidad, categoría carnes."
P0396,Desinfectante 471g,Limpieza,15038.87,147,kg,"Desinfectante 471g de alta calidad, categoría limpieza."
P0397,Crema facial 167g,Cuidado personal,14082.93,228,unidad,"Crema facial 167g de alta calidad, categoría cuidado personal."
P0398,Coliflor 371g,Verduras,12527.69,182,kg,"Coliflor 371g de alta calidad, categoría verduras."
P0399,Leche deslactosada 370g,Lácteos,5477.17,165,unidad,"Leche deslactosada 370g de alta calidad, categoría lácteos."
P0400,Bebida energética 446g,Bebidas,15933.92,10,paquete,"Bebida energética 446g de alta calidad, categoría bebidas."
P0401,Leche condensada 164g,Lácteos,12742.54,30,paquete,"Leche condensada 164g de alta calidad, categoría lácteos."
P0402,Acondicionador 140g,Cuidado personal,12319.44,237,paquete,"Acondicionador 140g de alta calidad, categoría cuidado personal."
P0403,Empanadas congeladas 358g,Congelado,18214.73,145,kg,"Empanadas congeladas 358g de alta calidad, categoría congelado."
P0404,Acondicionador 97g,Cuidado personal,14774.94,212,litro,"Acondicionador 97g de alta calidad, categoría cuidado personal."
P0405,Limpiador de baño 87g,Limpieza,12328.48,282,unidad,"Limpiador de baño 87g de alta calidad, categoría limpieza."
P0406,Shampoo 183g,Cuidado personal,16609.95,101,kg,"Shampoo 183g de alta calidad, categoría cuidado personal."
P0407,Salchichas 239g,Carnes,10856.0,278,litro,"Salchichas 239g de alta calidad, categoría carnes."
P0408,Leche en polvo 136g,Lácteos,13243.39,128,litro,"Leche en polvo 136g de alta calidad, categoría lácteos."
P0409,Leche deslactosada 478g,Lácteos,18696.87,99,litro,"Leche deslactosada 478g de alta calidad, categoría lácteos."
P0410,Empanadas congeladas 366g,Congelado,18630.5,239,litro,"Empanadas congeladas 366g de alta calidad, categoría congelado."
P0411,Pan blanco 436g,Panadería,7729.69,248,paquete,"Pan blanco 436g de alta calidad, categoría panadería."
P0412,Bebida energética 107g,Bebidas,6267.69,168,kg,"Bebida energética 107g de alta calidad, categoría bebidas."
P0413,Queso mozzarella 90g,Lácteos,7250.99,290,paquete,"Queso mozzarella 90g de alta calidad, categoría lácteos."
P0414,Lasaña congelada 106g,Congelado,4130.37,134,unidad,"Lasaña congelada 106g de alta calidad, categoría congelado."
P0415,Pan integral 300g,Panadería,16003.86,168,litro,"Pan integral 300g de alta calidad, categoría panadería."
P0416,Atún en lata 157g,Abarrotes,12813.56,157,kg,"Atún en lata 157g de alta calidad, categoría abarrotes."
P0417,Vinagre blanco 130g,Abarrotes,4905.78,121,paquete,"Vinagre blanco 130g de alta calidad, categoría abarrotes."
P0418,Queque de chocolate 328g,Panadería,17041.67,104,litro,"Queque de chocolate 328g de alta calidad, categoría panadería."
P0419,Pasta corta 320g,Abarrotes,4105.42,124,paquete,"Pasta corta 320g de alta calidad, categoría abarrotes."
P0420,Helado de vainilla 346g,Congelado,11232.22,264,kg,"Helado de vainilla 346g de alta calidad, categoría congelado."
P0421,Salsa de tomate 263g,Abarrotes,4239.83,159,paquete,"Salsa de tomate 263g de alta calidad, categoría abarrotes."
P0422,Agua con gas 354g,Bebidas,18083.06,78,paquete,"Agua con gas 354g de alta calidad, categoría bebidas."
P0423,Leche deslactosada 46g,Lácteos,9192.52,19,litro,"Leche deslactosada 46g de alta calidad, categoría lácteos."
P0424,Salchichas 186g,Carnes,6116.73,104,litro,"Salchichas 186g de alta calidad, categoría carnes."
P0425,Paletas de frutas 351g,Congelado,4190.59,253,paquete,"Paletas de frutas 351g de alta calidad, categoría congelado."
P0426,Pepino 126g,Verduras,18144.0,30,unidad,"Pepino 126g de alta calidad, categoría verduras."
P0427,Jabón líquido 157g,Cuidado personal,12811.65,232,kg,"Jabón líquido 157g de alta calidad, categoría cuidado personal."
P0428,Pan blanco 117g,Panadería,9258.43,142,paquete,"Pan blanco 117g de alta calidad, categoría panadería."
P0429,Fresa 60g,Frutas,10372.92,138,litro,"Fresa 60g de alta calidad, categoría frutas."
P0430,Crema corporal 492g,Cuidado personal,1754.27,165,litro,"Crema corporal 492g de alta calidad, categoría cuidado personal."
P0431,Sal yodada 425g,Abarrotes,1782.69,185,litro,"Sal yodada 425g de alta calidad, categoría abarrotes."
P0432,Frijoles negros 105g,Abarrotes,18928.91,277,paquete,"Frijoles negros 105g de alta calidad, categoría abarrotes."
P0433,Coliflor 391g,Verduras,17884.39,272,unidad,"Coliflor 391g de alta calidad, categoría verduras."
P0434,Lechuga 374g,Verduras,4278.85,277,paquete,"Lechuga 374g de alta calidad, categoría verduras."
P0435,Pan de hamburguesa 381g,Panadería,3746.38,222,unidad,"Pan de hamburguesa 381g de alta calidad, categoría panadería."
P0436,Jugo de naranja 66g,Bebidas,9015.72,67,litro,"Jugo de naranja 66g de alta calidad, categoría bebidas."
P0437,Pepino 199g,Verduras,15550.14,61,paquete,"Pepino 199g de alta calidad, categoría verduras."
P0438,Helado de vainilla 125g,Congelado,6300.62,173,paquete,"Helado de vainilla 125g de alta calidad, categoría congelado."
P0439,Carne molida 216g,Carnes,3870.31,190,litro,"Carne molida 216g de alta calidad, categoría carnes."
P0440,Crema agria 119g,Lácteos,4346.78,146,litro,"Crema agria 119g de alta calidad, categoría lácteos."
P0441,Harina de trigo 392g,Abarrotes,15373.64,71,paquete,"Harina de trigo 392g de alta calidad, categoría abarrotes."
P0442,Naranja 314g,Frutas,11981.95,233,paquete,"Naranja 314g de alta calidad, categoría frutas."
P0443,Café frío 183g,Bebidas,16135.75,47,unidad,"Café frío 183g de alta calidad, categoría bebidas."
P0444,Sandía 293g,Frutas,9664.97,77,paquete,"Sandía 293g de alta calidad, categoría frutas."
P0445,Pechuga de pollo 366g,Carnes,8103.52,22,unidad,"Pechuga de pollo 366g de alta calidad, categoría carnes."
P0446,Leche en polvo 17g,Lácteos,17474.87,287,unidad,"Leche en polvo 17g de alta calidad, categoría lácteos."
P0447,Salsa de tomate 83g,Abarrotes,4652.34,148,paquete,"Salsa de tomate 83g de alta calidad, categoría abarrotes."
P0448,Nuggets de pollo 420g,Congelado,10287.68,147,litro,"Nuggets de pollo 420g de alta calidad, categoría congelado."
P0449,Galletas de avena 375g,Panadería,11401.32,199,unidad,"Galletas de avena 375g de alta calidad, categoría panadería."
P0450,Yogur natural 414g,Lácteos,9946.54,30,kg,"Yogur natural 414g de alta calidad, categoría lácteos."
P0451,Café frío 82g,Bebidas,6415.06,108,kg,"Café frío 82g de alta calidad, categoría bebidas."
P0452,Nuggets de pollo 224g,Congelado,18830.05,39,unidad,"Nuggets de pollo 224g de alta calidad, categoría congelado."
P0453,Queso mozzarella 142g,Lácteos,11910.17,43,litro,"Queso mozzarella 142g de alta calidad, categoría lácteos."
P0454,Sandía 52g,Frutas,5207.17,161,litro,"Sandía 52g de alta calidad, categoría frutas."
P0455,Té verde 59g,Bebidas,3550.24,134,unidad,"Té verde 59g de alta calidad, categoría bebidas."
P0456,Lasaña congelada 234g,Congelado,18852.57,121,litro,"Lasaña congelada 234g de alta calidad, categoría congelado."
P0457,Melón 400g,Frutas,19473.63,178,kg,"Melón 400g de alta calidad, categoría frutas."
P0458,Detergente líquido 358g,Limpieza,14694.01,53,kg,"Detergente líquido 358g de alta calidad, categoría limpieza."
P0459,Manzana 365g,Frutas,12048.99,270,litro,"Manzana 365g de alta calidad, categoría frutas."
P0460,Azúcar blanca 249g,Abarrotes,12361.42,27,paquete,"Azúcar blanca 249g de alta calidad, categoría abarrotes."
P0461,Cerveza artesanal 126g,Bebidas,18360.62,110,paquete,"Cerveza artesanal 126g de alta calidad, categoría bebidas."
P0462,Té verde 407g,Bebidas,7147.63,197,paquete,"Té verde 407g de alta calidad, categoría bebidas."
P0463,Refresco de cola 260g,Bebidas,18014.85,300,paquete,"Refresco de cola 260g de alta calidad, categoría bebidas."
P0464,Naranja 5g,Frutas,13595.88,221,litro,"Naranja 5g de alta calidad, categoría frutas."
P0465,Lechuga 434g,Verduras,14256.1,118,litro,"Lechuga 434g de alta calidad, categoría verduras."
P0466,Helado de vainilla 33g,Congelado,13877.01,218,unidad,"Helado de vainilla 33g de alta calidad, categoría congelado."
P0467,Jabón líquido 498g,Cuidado personal,6595.14,230,litro,"Jabón líquido 498g de alta calidad, categoría cuidado personal."
P0468,Pan de centeno 431g,Panadería,17623.06,93,paquete,"Pan de centeno 431g de alta calidad, categoría panadería."
P0469,Uva 442g,Frutas,18302.14,148,paquete,"Uva 442g de alta calidad, categoría frutas."
P0470,Cepillo dental 365g,Cuidado personal,13191.7,258,unidad,"Cepillo dental 365g de alta calidad, categoría cuidado personal."
P0471,Chorizo 26g,Carnes,13641.25,194,kg,"Chorizo 26g de alta calidad, categoría carnes."
P0472,Sandía 124g,Frutas,15116.16,208,unidad,"Sandía 124g de alta calidad, categoría frutas."
P0473,Cebolla 417g,Verduras,13220.38,175,litro,"Cebolla 417g de alta calidad, categoría verduras."
P0474,Limpiador de baño 186g,Limpieza,1006.87,52,unidad,"Limpiador de baño 186g de alta calidad, categoría limpieza."
P0475,Lomo de res 494g,Carnes,3752.01,82,paquete,"Lomo de res 494g de alta calidad, categoría carnes."
P0476,Costilla de cerdo 79g,Carnes,8599.96,61,litro,"Costilla de cerdo 79g de alta calidad, categoría carnes."
P0477,Acondicionador 206g,Cuidado personal,13590.86,39,litro,"Acondicionador 206g de alta calidad, categoría cuidado personal."
P0478,Té verde 39g,Bebidas,2695.98,181,kg,"Té verde 39g de alta calidad, categoría bebidas."
P0479,Cepillo dental 361g,Cuidado personal,4700.55,66,kg,"Cepillo dental 361g de alta calidad, categoría cuidado personal."
P0480,Pimiento 365g,Verduras,17776.21,99,unidad,"Pimiento 365g de alta calidad, categoría verduras."
P0481,Pan blanco 251g,Panadería,6487.45,16,unidad,"Pan blanco 251g de alta calidad, categoría panadería."
P0482,Chuleta de cerdo 20g,Carnes,14365.32,226,kg,"Chuleta de cerdo 20g de alta calidad, categoría carnes."
P0483,Cepillo dental 366g,Cuidado personal,13007.59,212,paquete,"Cepillo dental 366g de alta calidad, categoría cuidado personal."
P0484,Limpiapisos 161g,Limpieza,15382.52,80,unidad,"Limpiapisos 161g de alta calidad, categoría limpieza."
P0485,Donas glaseadas 118g,Panadería,14504.6,234,kg,"Donas glaseadas 118g de alta calidad, categoría panadería."
P0486,Atún en lata 356g,Abarrotes,6883.96,281,paquete,"Atún en lata 356g de alta calidad, categoría abarrotes."
P0487,Queso cheddar 284g,Lácteos,15849.85,195,litro,"Queso cheddar 284g de alta calidad, categoría lácteos."
P0488,Jugo de piña 456g,Bebidas,17657.17,233,kg,"Jugo de piña 456g de alta calidad, categoría bebidas."
P0489,Cebolla 17g,Verduras,17536.22,105,litro,"Cebolla 17g de alta calidad, categoría verduras."
P0490,Brócoli 186g,Verduras,18250.02,62,litro,"Brócoli 186g de alta calidad, categoría verduras."
